id,filename,emotions,gender,confidence,comment,annotator_culture,annotator_language,emoji,annotator_individuality,intensity
959,na/vid_67.mp4,"anger,hatred",male,5,,north american,english,"hatred,smilingimp",2,6
960,na/vid_13.mp4,none,female,5,,north american,english,neutral,2,0
961,na/vid_87.mp4,annoyed,male,5,,north american,english,triumph,2,3
962,na/vid_73.mp4,"anger,furious",male,5,,north american,english,"hatred,furious",2,6
963,na/vid_3.mp4,none,female,5,,north american,english,neutral,2,0
964,na/vid_88.mp4,"anger,annoyed",female,5,,north american,english,"hatred,triumph",2,4
965,na/vid_9.mp4,none,female,5,,north american,english,none,2,0
966,na/vid_21.mp4,none,male,5,,north american,english,rollingeyes,2,3
967,na/vid_11.mp4,none,female,4,,north american,english,neutral,2,0
968,na/vid_63.mp4,annoyed,female,4,,north american,english,unamused,2,2
969,na/vid_1.mp4,contempt,female,4,,north american,english,smirk,2,1
970,na/vid_46.mp4,"contempt,annoyed",male,2,,north american,english,smirk,1,2
971,na/vid_48.mp4,disgust,male,4,,north american,english,vomiting,1,2
972,na/vid_26.mp4,contempt,male,4,,north american,english,neutral,1,2
973,na/vid_68.mp4,anger,female,5,,north american,english,angry,1,4
974,na/vid_16.mp4,annoyed,female,4,,north american,english,rollingeyes,1,2
975,na/vid_6.mp4,annoyed,male,4,,north american,english,neutral,1,2
976,na/vid_10_1.mp4,contempt,female,4,,north american,english,smirk,1,2
977,na/vid_50.mp4,annoyed,male,4,,north american,english,expressionless,1,1
978,na/vid_60.mp4,disgust,male,4,,north american,english,weary,1,3
979,na/vid_4.mp4,annoyed,male,4,,north american,english,expressionless,1,3
980,na/vid_72.mp4,anger,female,5,,north american,english,"angry,triumph",1,5
981,na/vid_40.mp4,hatred,female,4,,north american,english,weary,1,3
982,na/vid_62.mp4,contempt,female,4,,north american,english,triumph,1,3
983,na/vid_32.mp4,annoyed,male,3,,north american,english,neutral,1,1
984,na/vid_64.mp4,anger,female,5,,north american,english,angry,1,1
985,na/vid_82.mp4,anger,female,5,,north american,english,hatred,1,5
986,na/vid_76.mp4,"hatred,furious",female,5,,north american,english,"hatred,furious,triumph",1,5
987,na/vid_70.mp4,contempt,female,4,,north american,english,"skeptical,smirk",1,2
988,na/vid_58.mp4,disgust,female,4,,north american,english,"vomiting,nauseated",1,3
989,na/vid_36.mp4,annoyed,female,4,,north american,english,expressionless,1,3
990,na/vid_24.mp4,none,male,4,,north american,english,none,1,0
991,na/vid_84.mp4,contempt,female,4,,north american,english,smirk,1,3
992,na/vid_14.mp4,contempt,female,4,,north american,english,smirk,1,2
993,na/vid_74.mp4,"disgust,hatred,furious",male,5,,north american,english,"hatred,furious,nauseated,triumph",1,5
994,na/vid_66.mp4,"anger,furious",male,5,,north american,english,"hatred,furious,triumph",1,6
995,na/vid_30.mp4,annoyed,male,4,,north american,english,angry,1,1
996,na/vid_44.mp4,annoyed,male,3,,north american,english,rollingeyes,1,1
997,na/vid_2.mp4,"disgust,annoyed",male,3,,north american,english,"nauseated,weary",1,1
998,na/vid_18.mp4,contempt,female,3,,north american,english,smirk,1,1
999,na/vid_54.mp4,disgust,male,4,,north american,english,nauseated,1,3
1001,na/vid_42.mp4,"contempt,disgust",male,4,,north american,english,"smirk,nauseated",1,3
1002,na/vid_56.mp4,disgust,female,4,,north american,english,"vomiting,nauseated",1,3
1003,na/vid_22.mp4,contempt,male,4,,north american,english,rollingeyes,1,1
1004,na/vid_34.mp4,none,male,3,,north american,english,none,1,1
1005,na/vid_78.mp4,anger,male,5,,north american,english,angry,1,3
1006,na/vid_12.mp4,none,female,4,,north american,english,none,1,1
1007,na/vid_38.mp4,contempt,female,4,,north american,english,"expressionless,rollingeyes",1,2
1008,na/vid_8.mp4,annoyed,male,4,,north american,english,expressionless,1,1
1009,na/vid_80.mp4,"disgust,furious",male,4,,north american,english,"hatred,furious,nauseated",1,2
1010,na/vid_52.mp4,annoyed,female,3,,north american,english,weary,1,1
1011,na/vid_20.mp4,none,female,4,,north american,english,none,1,1
1012,na/vid_86.mp4,"anger,hatred",female,4,,north american,english,"angry,hatred,smilingimp,triumph",1,2
1013,na/vid_10_2.mp4,"contempt,disgust",female,4,,north american,english,"smirk,expressionless,nauseated",1,2
1014,na/vid_89.mp4,"anger,annoyed",female,5,,north american,english,"hatred,triumph",2,4
1015,na/vid_89.mp4,anger,female,4,,north american,english,"hatred,furious",2,3
1016,na/vid_89.mp4,"hatred,anger",female,4,,north american,english,hatred,2,4
1017,na/vid_89.mp4,"anger,furious,hatred",female,4,,north american,english,"hatred,triumph",3,4
1018,na/vid_89.mp4,furious,female,4,,north american,english,hatred,3,5
1019,na/vid_90.mp4,contempt,male,4,,north american,english,none,2,3
1020,na/vid_90.mp4,"anger,annoyed,furious",male,4,,north american,english,weary,2,4
1021,na/vid_90.mp4,anger,male,4,,north american,english,"angry,hatred",3,4
1022,na/vid_90.mp4,anger,male,3,,north american,english,angry,3,4
1023,na/vid_90.mp4,"anger,contempt",male,3,,north american,english,"angry,smirk",2,4
1024,na/vid_92.mp4,"anger,disgust",male,3,,north american,english,"angry,hatred",2,3
1025,na/vid_92.mp4,"anger,hatred",male,4,,north american,english,hatred,2,4
1026,na/vid_92.mp4,furious,male,4,,north american,english,"triumph,hatred,furious",2,4
1027,na/vid_92.mp4,"anger,furious",male,3,,north american,english,"triumph,hatred",3,4
1028,na/vid_92.mp4,anger,male,5,,north american,english,"triumph,angry",3,4
1029,na/vid_93.mp4,annoyed,male,3,,north american,english,angry,3,2
1030,na/vid_93.mp4,none,male,4,,north american,english,none,3,2
1031,na/vid_93.mp4,anger,male,4,,north american,english,"rollingeyes,angry",2,3
1032,na/vid_93.mp4,none,male,2,,north american,english,none,2,2
1033,na/vid_93.mp4,anger,male,4,,north american,english,angry,2,3
1034,na/vid_95.mp4,"anger,hatred",female,4,,north american,english,"furious,triumph",2,3
1035,na/vid_95.mp4,anger,female,4,,north american,english,angry,2,3
1036,na/vid_95.mp4,"hatred,furious",female,5,,north american,english,hatred,2,3
1037,na/vid_95.mp4,hatred,female,4,,north american,english,hatred,3,4
1038,na/vid_95.mp4,anger,female,4,,north american,english,hatred,3,4
1039,na/vid_97.mp4,anger,female,4,,north american,english,hatred,2,4
1040,na/vid_97.mp4,furious,female,4,,north american,english,"hatred,furious",2,5
1041,na/vid_97.mp4,"furious,hatred",female,4,,north american,english,"hatred,furious",2,5
1042,na/vid_97.mp4,furious,female,4,,north american,english,"hatred,furious,triumph",3,5
1043,na/vid_97.mp4,anger,female,4,,north american,english,furious,3,5
1044,na/vid_100.mp4,furious,female,4,,north american,english,"furious,triumph",2,5
1045,na/vid_100.mp4,furious,female,4,,north american,english,furious,2,4
1046,na/vid_100.mp4,"furious,hatred",female,4,,north american,english,furious,2,5
1047,na/vid_100.mp4,"furious,hatred",female,4,,north american,english,furious,3,4
1048,na/vid_100.mp4,"anger,hatred",female,4,,north american,english,"hatred,triumph",3,4
1049,na/vid_101.mp4,furious,male,4,,north american,english,"furious,triumph",3,6
1050,na/vid_101.mp4,"furious,hatred",male,4,,north american,english,"furious,triumph",3,5
1051,na/vid_101.mp4,furious,male,4,,north american,english,furious,2,6
1052,na/vid_101.mp4,"furious,hatred,disgust",male,5,,north american,english,"furious,triumph",2,5
1053,na/vid_101.mp4,furious,male,5,,north american,english,"furious,triumph",2,5
1054,na/vid_102.mp4,"annoyed,none",male,2,,north american,english,weary,2,3
1055,na/vid_102.mp4,"anger,disgust",male,4,,north american,english,"weary,angry,rollingeyes",2,3
1056,na/vid_102.mp4,anger,male,4,,north american,english,"weary,angry",2,3
1057,na/vid_102.mp4,anger,male,4,,north american,english,hatred,3,4
1058,na/vid_102.mp4,furious,male,4,,north american,english,"hatred,triumph",3,4
1059,na/vid_104.mp4,anger,male,4,frustrated,north american,english,"angry,weary",3,4
1060,na/vid_104.mp4,anger,male,4,,north american,english,"angry,weary",3,4
1061,na/vid_104.mp4,none,male,4,,north american,english,weary,2,5
1062,na/vid_104.mp4,furious,male,4,,north american,english,"triumph,hatred",2,5
1063,na/vid_104.mp4,anger,male,4,,north american,english,hatred,2,5
1064,na/vid_88.mp4,"anger,hatred",female,5,,north american,english,"furious,triumph",2,4
1065,na/vid_88.mp4,furious,female,4,,north american,english,furious,2,5
1066,na/vid_88.mp4,"hatred,furious",female,4,,north american,english,"hatred,triumph",3,4
1067,na/vid_88.mp4,"anger,hatred",female,4,,north american,english,hatred,3,4
